IDAE -  ,,,,,,,,
Modelo,Clasificación Energética,Motorización,Categoría,MTMA (Kg),Consumo Eléctrico (kWh/100 km),Potencia eléctrica (kW),Autonomía eléctrica (km),Capacidad de la batería (kWh)
Volkswagen Canarias ID.4 Pure 52 kWh 109kW,,Eléctricos puros,M1,2660,16.8,150,343,52
Volkswagen Canarias ID.5 Pro  77 kWh 128 kW (174CV),,Eléctricos puros,M1,2660,17.2,128,514,77
Volkswagen Canarias ID.5 Pro Power 77 kWh 150 kW (204CV),,Eléctricos puros,M1,2660,17.2,150,490,77
Volkswagen Turismos e-Up MY20 e-up! 61 KW (83 CV) Automático 1 vel.,,Eléctricos puros,M1,1530,12.7,61,260,36.8
Volkswagen Turismos e-Up MY20 e-up! Style 61 KW (83 CV) Automático 1 vel.,,Eléctricos puros,M1,1530,12.7,61,260,36.8
Volkswagen Turismos e-Up MY21 e-up! 61 KW (83 CV) Automático 1 vel.,,Eléctricos puros,M1,1530,12.7,61,260,36.8
Volkswagen Turismos e-Up MY21 e-up! Style 61 KW (83 CV) Automático 1 vel.,,Eléctricos puros,M1,1530,12.7,61,260,36.8
Volkswagen Turismos Golf 7 MY20 e-Golf ePower 100kW (136CV),,Eléctricos puros,M1,1720,13.2,100,300,35.8
Volkswagen Turismos ID.3 MY20 ID.3 1st Max 150 kW (204 CV),,Eléctricos puros,M1,1719,16,150,420,58
Volkswagen Turismos ID.3 MY20 ID.3 1st plus 150 kW (204 CV),,Eléctricos puros,M1,1719,15.7,150,420,58
Volkswagen Turismos ID.3 MY21  ID.3 Pro S 150 kW (204 CV) Aut 1 Vel,,Eléctricos puros,M1,1719,15.9,150,549,77
Volkswagen Turismos ID.3 MY21  ID.3 Tour 150 kW (204 CV) Aut 1 Vel,,Eléctricos puros,M1,1719,16.2,150,542,77
Volkswagen Turismos ID.3 MY21 ID.3 Business 150 kW (204 CV) Aut 1 Vel,,Eléctricos puros,M1,1719,15.6,150,420,58
Volkswagen Turismos ID.3 MY21 ID.3 Life 150 kW (204 CV) Aut 1 Vel,,Eléctricos puros,M1,1719,15.5,150,420,58
Volkswagen Turismos ID.3 MY21 ID.3 Max 150 kW (204 CV) Aut 1 Vel,,Eléctricos puros,M1,1719,15.9,150,420,58
Volkswagen Turismos ID.3 MY21 ID.3 Pro 107 kW (145 CV) Aut 1 Vel,,Eléctricos puros,M1,2270,15.5,107,425,58
Volkswagen Turismos ID.3 MY21 ID.3 Pro Business 107 kW (145 CV) Aut 1 Vel,,Eléctricos puros,M1,2270,15.6,107,422,58
Volkswagen Turismos ID.3 MY21 ID.3 Pro Life 107 kW (145 CV) Aut 1 Vel,,Eléctricos puros,M1,2270,15.5,107,425,58
Volkswagen Turismos ID.3 MY21 ID.3 Pro Performance 150 kW (204 CV) Aut 1 Vel,,Eléctricos puros,M1,2270,15.5,150,425,58
Volkswagen Turismos ID.3 MY21 ID.3 Pro Performance Business 150 kW (204 CV) Aut 1 Vel,,Eléctricos puros,M1,2270,15.6,150,422,58
Volkswagen Turismos ID.3 MY21 ID.3 Pro Performance Life 150 kW (204 CV) Aut 1 Vel,,Eléctricos puros,M1,2270,15.5,150,425,58
Volkswagen Turismos ID.3 MY21 ID.3 Pro Performance Max 150 kW (204 CV) Aut 1 Vel,,Eléctricos puros,M1,2270,15.9,150,415,58
Volkswagen Turismos ID.3 MY21 ID.3 Pure Performance 110 kW (150 CV) Aut 1 Vel,,Eléctricos puros,M1,2240,15,110,348,45
Volkswagen Turismos ID.3 MY21 ID.3 Pure Performance City 110 kW (150 CV) Aut 1 Vel,,Eléctricos puros,M1,2240,15,110,348,45
Volkswagen Turismos ID.3 MY21 ID.3 Pure Performance Style 110 kW (150 CV) Aut 1 Vel,,Eléctricos puros,M1,2240,15.1,110,345,45
Volkswagen Turismos ID.3 MY21 ID.3 Style 150 kW (204 CV) Aut 1 Vel,,Eléctricos puros,M1,1719,15.6,150,420,58
Volkswagen Turismos ID.3 MY22 ID.3 Life 150 kW (204 CV) Automatico 1 vel.,,Eléctricos puros,M1,2270,15.6,150,415,58
Volkswagen Turismos ID.3 MY22 ID.3 Pro 107 kW (145 CV) Automatico 1 vel.,,Eléctricos puros,M1,2270,15.6,107,423,58
Volkswagen Turismos ID.3 MY22 ID.3 Pro Performance 150 kW (204 CV) Automatico 1 vel.,,Eléctricos puros,M1,2270,15.6,150,423,58
Volkswagen Turismos ID.3 MY22 ID.3 Pro S 150 kW (204 CV) 77 kWh Automatico 1 vel.,,Eléctricos puros,M1,2270,15.7,150,481,77
Volkswagen Turismos ID.3 MY22 ID.3 Pure Performance 110 kW (150 CV) Automatico 1 vel.,,Eléctricos puros,M1,2270,15.1,110,347,45
Volkswagen Turismos ID.3 MY23 ID. 3 Pro Life - 150 (204),,Eléctricos puros,M1,2480,15.3,150,425,58
Volkswagen Turismos ID.3 MY23 ID.3 Life 150 kW (204 CV) Automatico 1 vel.,,Eléctricos puros,M1,2270,15.3,150,425,58
Volkswagen Turismos ID.3 MY23 ID.3 Pro - 107 (145),,Eléctricos puros,M1,2480,15.6,107,423,58
Volkswagen Turismos ID.3 MY23 ID.3 Pro Performance - 150 (204),,Eléctricos puros,M1,2480,15.6,150,423,58
Volkswagen Turismos ID.3 MY23 ID.3 Pro S - 150 (204),,Eléctricos puros,M1,2480,15.7,150,551,77
Volkswagen Turismos ID.3 MY23 ID.3 Pro S Life 150 kW (204 CV) 77 kWh Automatico 1 vel.,,Eléctricos puros,M1,2270,15.4,150,556,77
Volkswagen Turismos ID.3 MY23 ID.3 Pure Performance -110 (150),,Eléctricos puros,M1,2480,15.1,110,347,45
Volkswagen Turismos ID.3 MY24 ID.3 Pro - 150 (204),,Eléctricos puros,M1,2280,14.9,150,428,58
Volkswagen Turismos ID.3 MY24 ID.3 Pro MÁS - 150 (204),,Eléctricos puros,M1,2280,15,150,559,77
Volkswagen Turismos ID.3 MY24 ID.3 Pro S - 150 (204),,Eléctricos puros,M1,2290,14.9,150,428,58
Volkswagen Turismos ID.3 MY24 ID.3 Pro S Más - 150 (204),,Eléctricos puros,M1,2290,15.2,150,559,77
Volkswagen Turismos ID.3 PA MY23 ID.3 PA Pro 150 kW (204 CV) 58 kWh Automático 1 vel.,,Eléctricos puros,M1,2270,15.2,150,428,58
Volkswagen Turismos ID.3 PA MY23 ID.3 PA Pro S 150 kW (204 CV) 77 kWh Automático 1 vel.,,Eléctricos puros,M1,2270,15.3,150,559,77
Volkswagen Turismos ID.3 Pro 150 kw (204 CV) 58 kwh Automático 1 vel. [2024],,Eléctricos puros,M1,2480,15.3,150,425,58
Volkswagen Turismos ID.4 MY21 ID.4 1st 150 kW (204 CV),,Eléctricos puros,M1,1719,18,150,501,82
Volkswagen Turismos ID.4 MY21 ID.4 1st Max 150 kW (204 CV),,Eléctricos puros,M1,1719,18.3,150,493,82
Volkswagen Turismos ID.4 MY21 ID.4 Pro Performance 150 kW (204 CV),,Eléctricos puros,M1,2660,17.2,150,521,82
Volkswagen Turismos ID.4 MY21 ID.4 Pro Performance Business 150 kW (204 CV),,Eléctricos puros,M1,2660,17.3,150,518,82
Volkswagen Turismos ID.4 MY21 ID.4 Pro Performance Life 150 kW (204 CV),,Eléctricos puros,M1,2660,17.3,150,520,82
Volkswagen Turismos ID.4 MY21 ID.4 Pro Performance Max 150 kW (204 CV),,Eléctricos puros,M1,2660,17.8,150,506,82
Volkswagen Turismos ID.4 MY21 ID.4 Pure 109 kW (149 CV),,Eléctricos puros,M1,2480,16.8,109,344,55
Volkswagen Turismos ID.4 MY21 ID.4 Pure City 109 kW (149 CV),,Eléctricos puros,M1,2480,16.8,109,344,55
Volkswagen Turismos ID.4 MY21 ID.4 Pure Performance 125 kW (170 CV),,Eléctricos puros,M1,2480,16.8,125,344,55
Volkswagen Turismos ID.4 MY21 ID.4 Pure Performance City 125 kW (170 CV),,Eléctricos puros,M1,2480,16.8,125,344,55
Volkswagen Turismos ID.4 MY21 ID.4 Pure Performance Style 125 kW (170 CV),,Eléctricos puros,M1,2480,17,125,341,55
Volkswagen Turismos ID.4 MY21 ID.4 Pure Style 109 kW (149 CV),,Eléctricos puros,M1,2480,17,109,341,55
Volkswagen Turismos ID.4 MY22 ID.4 1st 150 kW (204 CV) Automatico 1 vel.,,Eléctricos puros,M1,2480,17.4,150,518,77
Volkswagen Turismos ID.4 MY22 ID.4 GTX 220 kW (299 CV) Automatico 1 vel.,,Eléctricos puros,M1,2480,18.2,220,481,77
Volkswagen Turismos ID.4 MY22 ID.4 Pro 128 kW (174 CV) Automatico 1 vel.,,Eléctricos puros,M1,2480,17.1,128,511,77
Volkswagen Turismos ID.4 MY22 ID.4 Pro Performance 150 kW (204 CV) Automatico 1 vel.,,Eléctricos puros,M1,2480,17.2,150,514,77
Volkswagen Turismos ID.4 MY22 ID.4 Pure 109 kW (149 CV) Automatico 1 vel.,,Eléctricos puros,M1,2480,16.8,109,344,52
Volkswagen Turismos ID.4 MY22 ID.4 Pure Performance 125 kW (170 CV) Automatico 1 vel.,,Eléctricos puros,M1,2480,16.8,125,344,52
Volkswagen Turismos ID.4 MY23 ID.4 GTX - 220 (299),,Eléctricos puros,M1,2480,17.6,220,499,77
Volkswagen Turismos ID.4 MY23 ID.4 Pro 128 kW (174 CV) Automatico 1 vel.,,Eléctricos puros,M1,2480,16.5,128,531,77
Volkswagen Turismos ID.4 MY23 ID.4 Pro Performance 150kw (204 CV) 77kWh Automático 1 vel.,,Eléctricos puros,M1,2480,16.5,150,531,77
Volkswagen Turismos ID.4 MY23 ID.4 Pure  - 109 (149),,Eléctricos puros,M1,2480,16.2,109,360,52
Volkswagen Turismos ID.4 MY23 ID.4 Pure Performance 125 (170),,Eléctricos puros,M1,2480,16.2,125,360,52
Volkswagen Turismos ID.4 MY24 ID.4 GTX - 220 (299),,Eléctricos puros,M1,2480,17.6,220,501,77
Volkswagen Turismos ID.4 MY24 ID.4 GTX - 250 (340),,Eléctricos puros,M1,2480,17.1,210,515,77
Volkswagen Turismos ID.4 MY24 ID.4 Pro - 210 (286),,Eléctricos puros,M1,2480,16,210,549,77
Volkswagen Turismos ID.4 MY24 ID.4 Pro 4Motion - 210 (286),,Eléctricos puros,M1,2480,16.5,210,530,77
Volkswagen Turismos ID.4 MY24 ID.4 Pro 4Motion Más - 210 (286),,Eléctricos puros,M1,2480,16.8,210,523,77
Volkswagen Turismos ID.4 MY24 ID.4 Pro Más - 210 (286),,Eléctricos puros,M1,2480,16.3,210,542,77
Volkswagen Turismos ID.4 MY24 ID.4 Pure - 109 (149),,Eléctricos puros,M1,2480,16.2,109,360,52
Volkswagen Turismos ID.4 MY24 ID.4 Pure Performance 125 (170),,Eléctricos puros,M1,2480,16.2,125,361,52
Volkswagen Turismos ID.5 MY22 ID.5 GTX 220kW (299 CV) Automático 1 vel.,,Eléctricos puros,M1,2750,17,220,490,77
Volkswagen Turismos ID.5 MY22 ID.5 Pro 128kW (174 CV) Automático 1 vel.,,Eléctricos puros,M1,2650,17,128,514,77
Volkswagen Turismos ID.5 MY22 ID.5 Pro Performance 150kW (204 CV) Automático 1 vel.,,Eléctricos puros,M1,2650,17,150,514,77
Volkswagen Turismos ID.5 MY23 ID.5 GTX 220kW (299 CV) Automático 1 vel.,,Eléctricos puros,M1,2750,17.1,220,512,77
Volkswagen Turismos ID.5 MY23 ID.5 Pro 128kW (174 CV) Automático 1 vel.,,Eléctricos puros,M1,2650,16.4,128,534,77
Volkswagen Turismos ID.5 MY23 ID.5 Pro Performance 150kW (204 CV) Automático 1 vel.,,Eléctricos puros,M1,2650,16.4,150,534,77
Volkswagen Turismos ID.5 MY24 ID.5 GTX 220kW (299 CV) Automático 1 vel.,,Eléctricos puros,M1,2750,17.1,220,516,77
Volkswagen Turismos ID.5 MY24 ID.5 GTX 250 (340),,Eléctricos puros,M1,2750,16.4,220,533,77
Volkswagen Turismos ID.5 MY24 ID.5 Pro 128kW (174 CV) Automático 1 vel.,,Eléctricos puros,M1,2650,16.4,128,534,77
Volkswagen Turismos ID.5 MY24 ID.5 Pro 210 (286),,Eléctricos puros,M1,2650,15.8,150,556,77
Volkswagen Turismos ID.5 MY24 ID.5 Pro Más 210 (286),,Eléctricos puros,M1,2650,16,150,551,77
Volkswagen Turismos ID.5 MY24 ID.5 Pro Performance 150kW (204 CV) Automático 1 vel.,,Eléctricos puros,M1,2650,16.4,150,534,77
Volkswagen Turismos ID.7 MY24 ID.7 Pro Más 210 (286),,Eléctricos puros,M1,2630,14.1,210,620,77
Volkswagen Vehículos Comerciales ID. Buzz 1st Edition,,Eléctricos puros,M1,3000,21.3,150,410,77
Volkswagen Vehículos Comerciales ID. Buzz Pro,,Eléctricos puros,M1,3000,20.8,150,418,77
"Volvo C40 Recharge Eléctrico Puro Twin , Plus, Ultimate, AWD, MY23",,Eléctricos puros,M1,2620,20.7,300,444,69
"Volvo C40 Recharge Eléctrico Puro, Core, Plus, Ultimate, FWD, MY23",,Eléctricos puros,M1,2470,18.2,170,434,69
"Volvo C40 Recharge Twin Eléctrico Puro, Pro, Plus, AWD, MY22",,Eléctricos puros,M1,2600,18.9,300,501,78
"Volvo C40 Single Motor Extended Range RWD, Core, Plus, Ultimate, MY24",,Eléctricos puros,M1,2500,15.9,185,540,82
"Volvo C40 Single Motor RWD, Plus, Ultimate, MY24",,Eléctricos puros,M1,2460,16.8,177,468,69
"Volvo C40 Twin Motor eAWD, Plus, Ultimate, MY24",,Eléctricos puros,M1,2620,17,290,510,82
"Volvo EX30 Single Motor Extended Range RWD, Core, Plus, Ultra, MY24",,Eléctricos puros,M1,2240,17.5,200,462,69
"Volvo EX30 Single Motor RWD, Core, Plus, Ultra, MY24",,Eléctricos puros,M1,2210,18.5,200,327,51
"Volvo EX30 Twin Motor Performance AWD, Plus, Ultra, MY24",,Eléctricos puros,M1,2335,17.3,315,445,69
"Volvo EX90 Twin Motor eAWD, Aut. MY24",,Eléctricos puros,M1,3380,20.9,304,585,111
"Volvo EX90 Twin Motor Performance eAWD, Aut. MY24",,Eléctricos puros,M1,3380,21.1,385,580,111
"Volvo XC40 (EF) Recharge Eléctrico Puro, Core, Plus, Ultimate, FWD, MY23",,Eléctricos puros,M1,2480,18.7,170,423,69
"Volvo XC40 Recharge Eléctrico Puro Twin, Plus, Ultimate, AWD, MY23",,Eléctricos puros,M1,2480,23.8,300,418,69
"Volvo XC40 Recharge Eléctrico Puro, Pro, Plus, Base, FWD, MY22 P6",,Eléctricos puros,M1,2480,18.1,170,435,69
"Volvo XC40 Recharge Twin Eléctrico Puro, Pro, Plus,AWD, MY22",,Eléctricos puros,M1,2650,23.8,300,418,78
"Volvo XC40 Single Motor Extended Range RWD, Core, Plus, Ultimate, MY24",,Eléctricos puros,M1,2520,16.1,185,520,82
"Volvo XC40 Single Motor RWD, Core, Plus, MY24",,Eléctricos puros,M1,2470,16.1,175,435,69
"Volvo XC40 Twin Motor eAWD, Plus, Ultimate, MY24",,Eléctricos puros,M1,2650,17,300,485,82
YANGZHOU AUDA NEW ENERGY VEHICLES CO. LTD IEV7S B,,Eléctricos puros,M1,2870,5.7,55,300,48.6
YANGZHOU AUDA NEW ENERGY VEHICLES CO. LTD LITE-ev1013 Elec,,Eléctricos puros,M1,2300,4.8,36,260,33.9
YUDO YUDO 3 ELECTRÍCA,,Eléctricos puros,M1,1685,14.8,70,325,41.7
ZHIDOU  d2s 0,,Eléctricos puros,M1,1000,148.2,36,120,17
ZHIDOU  d2s 1,,Eléctricos puros,M1,1000,162,36,212,27
